"String","Ref. Ten. (lbs)","Swing Speed","Material","Gauge Nominal (mm)","Gauge Acutal (mm)","Stretch at 40 lbs (%)","Stretch at 51 lbs (%)","Stretch at 62 lbs (%)","Actual Pre-impact Tension (lbs)","Dwell Time (ms)","Deflection (mm)","Tension Change (lbs)","Peak Tension (lbs)","Peak Perp. Force (lbs)","Ave Perp. Force (lbs)","Stiffness (lb/in)","Static Loss lbs.","Stabilization Loss (lbs)","Impact Loss (lbs).","Total Loss (lbs)","Tension Loss (%)","Energy Return (%)","String/String COF","String/Ball COF","Spin Potential"
"Luxilon Adrenaline Rough 16L/1.25","40","Fast","Polyester","1.25","1.25","2.7","4.2","5.2","16.58","39.0","35.0","51.8","68.6","30.0","","172.0","7.23","15.88","0.48","23.6","59.4","81.2","0.13","0.432","3.3"
"Gosen AK Control 17 (1.24)","51","Fast","Nylon","1.24","1.30","2.7","2.4","3.0","42.12","34.7","32.0","37.5","79.6","31.9","16.2","148.6","3.86","4.74","0.18","8.8","17.3","92.5","0.076","0.577","7.6"
"Gosen AK Pro 16","62","Slow","Nylon","1.31","1.36","NA","NA","9.1","49.86","37.1","17.0","14.3","64.2","13.6","","201.7","8.20","3.68","0.12","11.9","19.4","99.4","0.093","0.398","4.3"
"Gosen AK Pro 16","62","Medium","Nylon","1.31","1.36","NA","NA","9.1","49.33","34.2","25.2","30.2","79.6","25.0","","193.7","8.20","4.21","0.05","12.3","20.2","95.1","0.093","0.398","4.3"
"Gosen AK Pro 16","62","Fast","Nylon","1.31","1.36","NA","NA","9.1","49.06","32.4","29.1","42.6","91.7","33.3","","204.6","8.20","4.48","0.20","12.8","20.9","93.9","0.093","0.398","4.3"
"Gosen AK Pro 16","51","Slow","Nylon","1.31","1.36","NA","NA","9.1","40.22","40.0","18.3","15.4","55.6","12.7","","186.9","7.19","3.31","-0.09","10.4","20.5","97.4","0.093","0.398","4.3"
"Gosen AK Pro 16","51","Medium","Nylon","1.31","1.36","NA","NA","9.1","40.02","36.4","26.0","30.4","70.3","22.9","","182.3","7.19","3.51","0.07","10.8","21.2","94.7","0.093","0.398","4.3"
"Gosen AK Pro 16","51","Fast","Nylon","1.31","1.36","NA","NA","9.1","39.78","34.3","31.6","42.8","82.5","32.6","","173.7","7.19","3.75","0.16","11.0","21.9","92.7","0.093","0.398","4.3"
"Gosen AK Pro 16","40","Slow","Nylon","1.31","1.36","NA","NA","9.1","29.39","44.5","20.5","16.3","45.6","11.7","","157.7","6.97","3.33","-0.05","10.1","25.8","95.6","0.093","0.398","4.3"
"Gosen AK Pro 16","40","Medium","Nylon","1.31","1.36","NA","NA","9.1","29.26","39.8","29.0","32.6","61.7","22.4","","157.2","6.97","3.46","0.09","10.6","26.5","92.9","0.093","0.398","4.3"
"Gosen AK Pro 16","40","Fast","Nylon","1.31","1.36","NA","NA","9.1","29.08","37.3","34.0","43.0","72.1","30.6","","150.9","6.97","3.64","0.13","10.8","27.1","89.5","0.093","0.398","4.3"
"Gosen AK Pro 17","62","Slow","Nylon","1.22","1.25","7.3","8.8","10.0","50.10","37.2","17.3","13.9","63.9","13.8","","189.2","6.57","5.07","-0.02","11.7","18.8","96.2","0.089","0.393","4.4"
"Gosen AK Pro 17","62","Medium","Nylon","1.22","1.25","7.3","8.8","10.0","49.88","34.6","24.4","28.0","77.8","23.7","","192.0","6.57","5.29","0.00","11.9","19.2","95.6","0.089","0.393","4.4"
"Gosen AK Pro 17","62","Fast","Nylon","1.22","1.25","7.3","8.8","10.0","49.70","32.8","29.9","40.6","90.2","33.8","","183.5","6.57","5.47","0.22","12.3","19.9","92.9","0.089","0.393","4.4"
"Gosen AK Pro 17","51","Slow","Nylon","1.22","1.25","7.3","8.8","10.0","40.75","40.2","19.0","15.2","56.0","13.3","","171.5","5.47","4.50","-0.02","9.9","19.6","97.4","0.089","0.393","4.4"
"Gosen AK Pro 17","51","Medium","Nylon","1.22","1.25","7.3","8.8","10.0","40.57","37.0","26.1","29.1","69.7","22.8","","174.3","5.47","4.68","0.04","10.1","20.1","94.7","0.089","0.393","4.4"
"Gosen AK Pro 17","51","Fast","Nylon","1.22","1.25","7.3","8.8","10.0","40.42","34.9","32.0","41.0","81.4","32.5","","162.3","5.47","4.83","0.18","10.6","20.7","91.4","0.089","0.393","4.4"
"Gosen AK Pro 17","40","Slow","Nylon","1.22","1.25","7.3","8.8","10.0","30.36","44.4","21.0","15.9","46.3","12.2","","146.3","5.67","3.66","0.02","9.3","23.6","94.7","0.089","0.393","4.4"
"Gosen AK Pro 17","40","Medium","Nylon","1.22","1.25","7.3","8.8","10.0","30.25","40.2","29.0","29.1","59.3","21.5","","141.2","5.67","3.77","0.04","9.5","23.9","94.3","0.089","0.393","4.4"
"Gosen AK Pro 17","40","Fast","Nylon","1.22","1.25","7.3","8.8","10.0","30.14","37.7","34.0","41.2","71.2","30.4","","144.6","5.67","3.88","0.13","9.7","24.4","90.1","0.089","0.393","4.4"
"Gosen AK Pro CX 16 (1.30)","51","Fast","Nylon","1.3","1.19","7.3","5.2","10.3","43.68","33.8","31.7","39.2","82.9","32.9","16.4","158.3","3.64","3.40","0.13","7.1","14.1","92.5","0.073","0.478","6.5"
"Gosen AK Pro CX 17 (1.24)","51","Fast","Nylon","1.24","1.31","2.1","3.3","3.0","43.42","34.0","31.9","39.0","82.5","32.9","16.2","156.6","3.75","3.55","0.16","7.5","14.7","93.9","0.074","0.462","6.2"
"Gosen AK Pro Spin 15L (1.38)","51","Fast","Nylon","1.38","1.26","1.8","3.6","2.7","45.51","33.5","31.0","39.9","85.3","33.1","16.4","168.6","4.85","0.36","0.73","6.0","11.7","92.2","0.074","0.446","6"
"Grapplesnake Alpha 17 (1.25)","51","Fast","Polyester","1.25","1.30","1.5","2.4","3.3","36.21","33.7","31.1","52.0","88.4","34.4","16.1","218.3","4.41","10.10","0.40","15.0","29.4","89.3","0.079","0.532","6.7"
"Luxilon ALU Power 125/16L","62","Slow","Polyester","1.25","1.23","1.8","3.0","3.9","38.74","38.9","18.0","24.0","62.8","14.2","","301.2","10.25","12.75","-0.20","22.7","36.9","94.9","0.077","0.446","5.8"
"Luxilon ALU Power 125/16L","62","Medium","Polyester","1.25","1.23","1.8","3.0","3.9","39.14","34.8","25.6","42.1","81.1","26.0","","260.0","10.25","12.35","0.09","22.7","36.8","93.9","0.077","0.446","5.8"
"Luxilon ALU Power 125/16L","62","Fast","Polyester","1.25","1.23","1.8","3.0","3.9","39.14","32.8","30.0","54.9","94.2","35.3","","248.0","10.25","12.35","0.40","22.9","37.3","88.7","0.077","0.446","5.8"
"Luxilon ALU Power 125/16L","51","Slow","Polyester","1.25","1.23","1.8","3.0","3.9","27.08","42.7","20.2","26.0","53.1","13.4","","258.9","8.58","15.06","-0.22","23.4","46.2","93.1","0.077","0.446","5.8"
"Luxilon ALU Power 125/16L","51","Medium","Polyester","1.25","1.23","1.8","3.0","3.9","27.52","37.9","28.0","43.4","71.0","24.8","","225.2","8.58","14.62","0.18","23.4","46.1","89.5","0.077","0.446","5.8"
"Luxilon ALU Power 125/16L","51","Fast","Polyester","1.25","1.23","1.8","3.0","3.9","27.52","35.5","32.7","54.9","82.5","33.7","","209.2","8.58","14.62","0.42","23.6","46.6","85.0","0.077","0.446","5.8"
"Luxilon ALU Power 125/16L","40","Slow","Polyester","1.25","1.23","1.8","3.0","3.9","17.84","46.7","22.5","27.3","45.2","12.7","","217.7","5.98","15.87","-0.06","21.8","54.9","91.6","0.077","0.446","5.8"
"Luxilon ALU Power 125/16L","40","Medium","Polyester","1.25","1.23","1.8","3.0","3.9","18.24","41.1","30.0","44.1","62.4","23.4","","198.9","5.98","15.47","0.27","21.8","54.7","86.7","0.077","0.446","5.8"
"Luxilon ALU Power 125/16L","40","Fast","Polyester","1.25","1.23","1.8","3.0","3.9","18.28","38.4","35.0","55.1","73.4","32.0","","183.5","5.98","15.43","0.44","21.8","55.1","81.0","0.077","0.446","5.8"
"Luxilon ALU Power Feel 18/1.20","40","Slow","Polyester","1.2","NA","2.1","3.9","5.2","15.50","50.0","24.7","27.1","42.8","13.2","5.9","180.6","6.50","17.69","0.88","25.1","63.2","91.8","0.074","0.396","5.4"
"Luxilon ALU Power Feel 18/1.20","40","Medium","Polyester","1.2","NA","2.1","3.9","5.2","15.52","43.4","32.0","42.1","57.6","23.1","10.0","166.9","6.50","17.67","1.36","25.6","64.3","84.8","0.074","0.396","5.4"
"Luxilon ALU Power Feel 18/1.20","40","Fast","Polyester","1.2","NA","2.1","3.9","5.2","15.59","40.3","37.1","52.3","67.9","31.5","13.4","153.7","6.50","17.60","2.62","26.7","67.3","80.5","0.074","0.396","5.4"
"Luxilon ALU Power Feel 18/1.20","51","Slow","Polyester","1.2","NA","2.1","3.9","5.2","30.94","43.4","20.9","23.4","54.2","14.2","6.9","216.0","5.98","13.80","0.18","20.1","39.3","97.2","0.074","0.396","5.4"
"Luxilon ALU Power Feel 18/1.20","51","Medium","Polyester","1.2","NA","2.1","3.9","5.2","30.96","38.1","28.3","39.5","70.3","24.9","11.6","200.6","5.98","13.78","0.97","20.7","40.9","91.2","0.074","0.396","5.4"
"Luxilon ALU Power Feel 18/1.20","51","Fast","Polyester","1.2","NA","2.1","3.9","5.2","31.05","35.7","33.1","50.3","81.4","33.6","15.5","186.9","5.98","13.69","2.10","21.8","42.9","87.0","0.074","0.396","5.4"
"Luxilon ALU Power Feel 18/1.20","62","Slow","Polyester","1.2","NA","2.1","3.9","5.2","39.12","40.6","19.9","21.6","60.6","15.1","7.3","222.3","5.71","16.91","0.00","22.7","36.6","97.6","0.074","0.396","5.4"
"Luxilon ALU Power Feel 18/1.20","62","Medium","Polyester","1.2","NA","2.1","3.9","5.2","39.87","36.0","26.7","37.7","77.6","25.9","12.4","216.0","5.71","16.16","0.93","22.7","36.9","94.9","0.074","0.396","5.4"
"Luxilon ALU Power Feel 18/1.20","62","Fast","Polyester","1.2","NA","2.1","3.9","5.2","39.82","33.9","31.7","49.0","88.9","35.1","16.7","198.3","5.71","16.21","1.52","23.4","38","89.7","0.074","0.396","5.4"
"Luxilon ALU Power Rough 16L (1.25)","51","Fast","Polyester","1.25","NA","8.2","9.7","5.2","30.87","34.9","32.2","53.1","84.0","33.8","15.6","209.2","5.60","14.25","0.22","20.1","39.6","87.4","0.077","0.498","6.5"
"Luxilon Alu Power Soft 1.25","40","Slow","Polyester","1.25","NA","2.1","3.6","4.5","17.66","47.9","23.8","26.7","44.5","13.2","6.0","192.0","5.78","16.25","-0.07","22.1","55.3","92.4","0.074","0.514","6.9"
"Luxilon Alu Power Soft 1.25","40","Medium","Polyester","1.25","NA","2.1","3.6","4.5","18.19","41.9","31.0","41.2","59.5","23.1","10.2","174.9","5.78","15.72","0.40","21.8","55.2","85.7","0.074","0.514","6.9"
"Luxilon Alu Power Soft 1.25","40","Fast","Polyester","1.25","NA","2.1","3.6","4.5","18.15","39.3","36.0","50.9","69.2","31.1","13.6","160.0","5.78","15.76","0.62","22.3","55.8","80.6","0.074","0.514","6.9"
"Luxilon Alu Power Soft 1.25","51","Slow","Polyester","1.25","NA","2.1","3.6","4.5","32.33","43.2","20.0","23.2","55.3","13.8","8.7","234.3","5.53","12.86","-0.17","18.3","35.9","97.6","0.074","0.514","6.9"
"Luxilon Alu Power Soft 1.25","51","Medium","Polyester","1.25","NA","2.1","3.6","4.5","32.66","37.1","27.8","39.7","72.3","25.2","11.8","208.6","5.53","12.53","0.18","18.3","36","92.2","0.074","0.514","6.9"
"Luxilon Alu Power Soft 1.25","51","Fast","Polyester","1.25","NA","2.1","3.6","4.5","32.63","34.9","32.0","50.1","82.7","33.1","15.5","197.7","5.53","12.56","0.48","18.5","36.6","88.2","0.074","0.514","6.9"
"Luxilon Alu Power Soft 1.25","62","Slow","Polyester","1.25","NA","2.1","3.6","4.5","42.27","39.0","18.3","20.9","63.1","14.4","7.4","253.7","5.67","13.80","-0.37","19.2","30.9","97.2","0.074","0.514","6.9"
"Luxilon Alu Power Soft 1.25","62","Medium","Polyester","1.25","NA","2.1","3.6","4.5","42.82","34.8","26.0","37.9","80.7","26.2","12.6","228.6","5.67","13.25","0.13","19.0","30.9","96.4","0.074","0.514","6.9"
"Luxilon Alu Power Soft 1.25","62","Fast","Polyester","1.25","NA","2.1","3.6","4.5","42.80","32.9","30.2","49.0","91.7","34.6","16.9","217.7","5.67","13.27","0.44","19.4","31.4","90.6","0.074","0.514","6.9"
"Luxilon Alu Power Vibe 16 (1.25)","51","Fast","Polyester","1.25","NA","2.7","6.1","4.5","33.47","34.4","31.9","52.0","85.6","34.0","15.5","208.0","5.25","12.00","0.13","17.4","34.3","86.9","0.107","0.533","5"
"Klip Armour Pro 16/1.30","62","Slow","Gut","1.3","1.30","3.9","5.6","7.0","54.79","37.1","17.0","7.5","62.4","13.3","","106.3","5.56","1.39","0.04","7.1","11.3","98.2","0.194","0.279","1.4"
"Klip Armour Pro 16/1.30","62","Medium","Gut","1.3","1.30","3.9","5.6","7.0","54.55","35.2","25.0","16.3","71.0","22.2","","106.3","5.56","1.63","0.13","7.3","11.9","96.6","0.194","0.279","1.4"
"Klip Armour Pro 16/1.30","62","Fast","Gut","1.3","1.30","3.9","5.6","7.0","54.29","33.7","30.1","23.4","77.6","29.2","","105.2","5.56","1.89","0.11","7.5","12.3","96.6","0.194","0.279","1.4"
"Klip Armour Pro 16/1.30","51","Slow","Gut","1.3","1.30","3.9","5.6","7.0","43.31","40.1","18.0","9.3","52.7","11.9","","116.6","5.60","1.81","0.27","7.7","15.1","98.4","0.194","0.279","1.4"
"Klip Armour Pro 16/1.30","51","Medium","Gut","1.3","1.30","3.9","5.6","7.0","42.87","37.6","27.0","20.1","62.8","21.2","","112.0","5.60","2.25","0.14","7.9","15.7","97.2","0.194","0.279","1.4"
"Klip Armour Pro 16/1.30","51","Fast","Gut","1.3","1.30","3.9","5.6","7.0","42.62","35.8","32.2","27.8","70.3","28.3","","109.2","5.60","2.50","0.20","8.4","16.3","95.8","0.194","0.279","1.4"
"Klip Armour Pro 16/1.30","40","Slow","Gut","1.3","1.30","3.9","5.6","7.0","32.28","44.5","20.2","11.5","43.7","11.1","","113.7","4.78","2.63","0.02","7.5","18.7","98.4","0.194","0.279","1.4"
"Klip Armour Pro 16/1.30","40","Medium","Gut","1.3","1.30","3.9","5.6","7.0","32.10","40.7","29.3","23.2","55.3","20.3","","109.7","4.78","2.81","0.08","7.7","19.3","95.6","0.194","0.279","1.4"
"Klip Armour Pro 16/1.30","40","Fast","Gut","1.3","1.30","3.9","5.6","7.0","31.91","38.5","35.3","31.3","63.1","27.8","","102.3","4.78","3.00","0.16","7.9","20","93.7","0.194","0.279","1.4"
"Gamma Asterisk 16","62","Fast","Nylon","1.3","1.31","8.5","9.7","10.3","48.44","33.1","30.0","39.5","88.0","33.0","","178.3","7.98","5.32","0.19","13.5","21.9","94.7","0.11","0.418","3.8"
"Gamma Asterisk 16","62","Medium","Nylon","1.3","1.31","8.5","9.7","10.3","48.73","35.0","25.0","27.6","76.3","23.9","","178.9","7.98","5.03","0.09","13.0","21.2","95.8","0.11","0.418","3.8"
"Gamma Asterisk 16","62","Slow","Nylon","1.3","1.31","8.5","9.7","10.3","49.13","37.8","17.7","13.0","62.0","13.7","","168.0","7.98","4.63","0.00","12.6","20.4","95.6","0.11","0.418","3.8"
"Gamma Asterisk 16","51","Slow","Nylon","1.3","1.31","8.5","9.7","10.3","40.75","40.6","18.3","13.5","54.2","12.4","","162.9","6.24","3.73","0.13","10.1","19.9","98.4","0.11","0.418","3.8"
"Gamma Asterisk 16","51","Medium","Nylon","1.3","1.31","8.5","9.7","10.3","40.31","37.2","26.7","28.4","68.8","22.9","","162.3","6.24","4.17","0.05","10.4","20.6","94.3","0.11","0.418","3.8"
"Gamma Asterisk 16","51","Fast","Nylon","1.3","1.31","8.5","9.7","10.3","40.09","35.1","32.0","39.5","79.6","31.8","","156.6","6.24","4.39","0.14","10.8","21.2","90.8","0.11","0.418","3.8"
"Gamma Asterisk 16","40","Slow","Nylon","1.3","1.31","8.5","9.7","10.3","30.94","44.9","20.8","13.9","44.8","11.7","","130.3","5.40","3.35","0.00","8.8","22.1","96.4","0.11","0.418","3.8"
"Gamma Asterisk 16","40","Medium","Nylon","1.3","1.31","8.5","9.7","10.3","30.76","40.5","29.4","28.2","59.1","21.7","","133.2","5.40","3.53","0.11","9.0","22.8","93.9","0.11","0.418","3.8"
"Gamma Asterisk 16","40","Fast","Nylon","1.3","1.31","8.5","9.7","10.3","30.52","37.9","34.7","39.2","69.9","30.3","","133.2","5.40","3.77","0.14","9.3","23.4","90.6","0.11","0.418","3.8"
"Gamma Asterisk Spin 16","62","Slow","Nylon","1.33","1.37","NA","NA","13.3","48.62","37.6","17.2","12.6","61.3","13.1","","174.3","9.00","4.12","0.02","13.2","21.3","96.6","0.11","0.433","3.9"
"Gamma Asterisk Spin 16","62","Medium","Nylon","1.33","1.37","NA","NA","13.3","48.05","35.0","25.0","27.6","75.4","23.6","","178.3","9.00","4.69","0.07","13.7","22.3","96.2","0.11","0.433","3.9"
"Gamma Asterisk Spin 16","62","Fast","Nylon","1.33","1.37","NA","NA","13.3","47.74","33.2","30.0","38.8","86.7","32.5","","175.5","9.00","5.00","0.20","14.1","23","96.4","0.11","0.433","3.9"
"Gamma Asterisk Spin 16","51","Slow","Nylon","1.33","1.37","NA","NA","13.3","38.94","41.2","19.0","13.2","52.0","12.4","","148.0","7.61","4.17","-0.02","11.7","23.2","96.0","0.11","0.433","3.9"
"Gamma Asterisk Spin 16","51","Medium","Nylon","1.33","1.37","NA","NA","13.3","38.70","37.6","27.1","28.0","66.6","22.6","","154.3","7.61","4.41","0.09","12.1","23.9","95.3","0.11","0.433","3.9"
"Gamma Asterisk Spin 16","51","Fast","Nylon","1.33","1.37","NA","NA","13.3","38.46","35.5","32.2","38.1","76.5","30.8","","149.7","7.61","4.65","0.18","12.3","24.5","92.2","0.11","0.433","3.9"
"Gamma Asterisk Spin 16","40","Slow","Nylon","1.33","1.37","NA","NA","13.3","28.91","45.8","21.1","13.7","42.8","11.3","","125.2","6.48","4.30","-0.11","10.6","26.9","96.4","0.11","0.433","3.9"
"Gamma Asterisk Spin 16","40","Medium","Nylon","1.33","1.37","NA","NA","13.3","28.86","41.1","30.0","28.0","56.9","21.4","","126.9","6.48","4.35","0.08","10.8","27.5","92.7","0.11","0.433","3.9"
"Gamma Asterisk Spin 16","40","Fast","Nylon","1.33","1.37","NA","NA","13.3","28.69","38.7","35.5","37.7","66.4","29.5","","121.2","6.48","4.52","0.14","11.2","28.1","89.3","0.11","0.433","3.9"
"Gamma Asterisk Tour 16","62","Slow","Nylon/Zyex","1.32","NA","7.3","8.2","9.4","49.59","37.2","17.1","13.5","63.1","13.5","","188.6","6.97","5.18","0.00","12.1","19.7","96.4","0.125","0.424","3.4"
"Gamma Asterisk Tour 16","62","Medium","Nylon/Zyex","1.32","NA","7.3","8.2","9.4","49.35","34.4","24.8","29.3","78.7","24.5","","193.7","6.97","5.42","0.09","12.6","20.2","95.6","0.125","0.424","3.4"
"Gamma Asterisk Tour 16","62","Fast","Nylon/Zyex","1.32","NA","7.3","8.2","9.4","49.11","32.6","30.0","41.2","90.4","33.9","","186.3","6.97","5.66","0.23","12.8","20.8","92.5","0.125","0.424","3.4"
"Gamma Asterisk Tour 16","51","Slow","Nylon/Zyex","1.32","NA","7.3","8.2","9.4","38.72","40.6","18.8","15.0","53.8","12.6","","173.2","7.19","4.81","0.04","12.1","23.7","98.2","0.125","0.424","3.4"
"Gamma Asterisk Tour 16","51","Medium","Nylon/Zyex","1.32","NA","7.3","8.2","9.4","38.54","37.2","26.8","30.2","68.8","23.1","","170.9","7.19","4.99","0.04","12.1","24.1","94.7","0.125","0.424","3.4"
"Gamma Asterisk Tour 16","51","Fast","Nylon/Zyex","1.32","NA","7.3","8.2","9.4","38.39","35.1","32.0","40.8","79.4","31.7","","162.3","7.19","5.14","0.16","12.6","24.6","92.2","0.125","0.424","3.4"
"Gamma Asterisk Tour 16","40","Slow","Nylon/Zyex","1.32","NA","7.3","8.2","9.4","29.22","44.9","21.0","15.9","45.2","11.8","","146.3","6.26","4.21","-0.02","10.4","26.3","96.2","0.125","0.424","3.4"
"Gamma Asterisk Tour 16","40","Medium","Nylon/Zyex","1.32","NA","7.3","8.2","9.4","29.15","40.4","29.3","30.2","59.3","21.8","","142.9","6.26","4.28","0.04","10.6","26.7","92.7","0.125","0.424","3.4"
"Gamma Asterisk Tour 16","40","Fast","Nylon/Zyex","1.32","NA","7.3","8.2","9.4","29.06","38.0","34.5","40.6","69.7","30.1","","137.7","6.26","4.37","0.15","10.8","27.2","89.5","0.125","0.424","3.4"
"Pacific ATP Poly Power Pro 16L","62","Slow","Polyester","1.25","1.27","2.1","3.0","3.0","34.07","39.5","18.1","24.5","58.4","13.3","","302.9","10.17","17.50","-0.26","27.3","44.4","95.6","0.092","0.461","5"
"Pacific ATP Poly Power Pro 16L","62","Medium","Polyester","1.25","1.27","2.1","3.0","3.0","34.71","35.5","26.0","41.7","76.3","24.8","","250.3","10.17","16.86","0.31","27.3","44.3","91.2","0.092","0.461","5"
"Pacific ATP Poly Power Pro 16L","62","Fast","Polyester","1.25","1.27","2.1","3.0","3.0","34.68","33.7","30.5","52.5","87.1","33.3","","228.6","10.17","16.89","0.70","27.8","45","86.9","0.092","0.461","5"
"Pacific ATP Poly Power Pro 16L","51","Slow","Polyester","1.25","1.27","2.1","3.0","3.0","24.87","42.9","20.0","26.0","50.9","12.7","","264.6","8.60","17.25","-0.24","25.6","50.5","95.1","0.092","0.461","5"
"Pacific ATP Poly Power Pro 16L","51","Medium","Polyester","1.25","1.27","2.1","3.0","3.0","25.49","38.3","28.0","42.3","67.7","23.7","","219.5","8.60","16.63","0.40","25.6","50.5","86.9","0.092","0.461","5"
"Pacific ATP Poly Power Pro 16L","51","Fast","Polyester","1.25","1.27","2.1","3.0","3.0","25.49","36.3","33.0","52.0","77.6","32.0","","194.3","8.60","16.63","0.68","26.0","51.1","83.7","0.092","0.461","5"
"Pacific ATP Poly Power Pro 16L","40","Slow","Polyester","1.25","1.27","2.1","3.0","3.0","17.44","46.0","22.0","27.1","44.5","12.3","","228.6","5.98","16.27","-0.11","22.1","55.8","94.7","0.092","0.461","5"
"Pacific ATP Poly Power Pro 16L","40","Medium","Polyester","1.25","1.27","2.1","3.0","3.0","17.97","41.1","30.0","42.1","60.2","22.5","","190.9","5.98","15.74","0.37","22.1","55.7","83.5","0.092","0.461","5"
"Pacific ATP Poly Power Pro 16L","40","Fast","Polyester","1.25","1.27","2.1","3.0","3.0","17.93","38.9","35.0","52.0","70.1","30.6","","172.6","5.98","15.78","0.51","22.3","56.1","78.9","0.092","0.461","5"
"Babolat Attraction 16","51","Slow","Nylon/Polyurethane","1.3","1.32","NA","NA","9.4","40.84","40.2","18.1","13.5","54.2","12.3","","165.7","5.60","4.28","-0.11","9.7","19.3","97.6","0.15","0.398","2.7"
"Babolat Attraction 16","51","Medium","Nylon/Polyurethane","1.3","1.32","NA","NA","9.4","40.79","36.7","26.2","28.9","69.7","22.7","","170.9","5.60","4.33","0.00","9.9","19.6","95.3","0.15","0.398","2.7"
"Babolat Attraction 16","51","Fast","Nylon/Polyurethane","1.3","1.32","NA","NA","9.4","40.68","34.7","32.0","39.7","80.5","32.1","","157.7","5.60","4.44","0.13","10.1","20","90.2","0.15","0.398","2.7"
"Babolat Attraction 16","40","Slow","Nylon/Polyurethane","1.3","1.32","NA","NA","9.4","30.10","44.6","20.8","15.0","45.2","11.7","","140.0","5.29","4.30","-0.04","9.5","24.1","97.8","0.15","0.398","2.7"
"Babolat Attraction 16","40","Medium","Nylon/Polyurethane","1.3","1.32","NA","NA","9.4","30.05","40.0","29.1","29.3","59.3","21.6","","141.2","5.29","4.35","0.02","9.7","24.3","95.1","0.15","0.398","2.7"
"Babolat Attraction 16","40","Fast","Nylon/Polyurethane","1.3","1.32","NA","NA","9.4","30.01","37.7","34.2","39.9","69.9","29.8","","138.9","5.29","4.39","0.15","9.9","24.8","90.6","0.15","0.398","2.7"
"Babolat Attraction 16","62","Fast","Nylon/Polyurethane","1.3","1.32","NA","NA","9.4","50.19","32.6","30.0","40.1","90.4","33.8","","181.7","7.06","4.49","0.11","11.7","18.9","92.2","0.15","0.398","2.7"
